,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Allocation,Allocation,Allocation,Results,Results,nDCG
420,0.44999999999999996,0.572,,,1.0,0.0,1,"[('932', 11.029748967176186), ('313', 7.3953690028786285), ('3', 6.713219076585808), ('364', 6.713208060202156), ('230', 6.693666568633509), ('743', 6.504815406199331), ('235', 6.409179341828678), ('858', 6.108615706722451), ('682', 5.682951682598756), ('865', 5.102352717817797)]","[('932', 8.82379917374095), ('313', 5.916295202302903), ('3', 5.370575261268647), ('364', 5.370566448161725), ('230', 5.354933254906808), ('743', 5.203852324959465), ('235', 5.127343473462943), ('858', 4.886892565377961), ('682', 4.646361346079005), ('865', 4.081882174254238)]",1.0
421,0.44499999999999995,0.578,,,1.0,0.0,1,"[('683', 8.514320555434503), ('90', 8.267122524978872), ('462', 8.014108881760528), ('384', 8.013320244529819), ('149', 7.907976112626808), ('864', 7.496377306026349), ('781', 7.406538503643133), ('714', 7.385551075809161), ('358', 7.0169445539690765), ('175', 6.887318169867902)]","[('683', 6.811456444347603), ('90', 6.613698019983097), ('384', 6.510656195623855), ('462', 6.411287105408423), ('149', 6.326380890101447), ('864', 5.9971018448210796), ('781', 5.925230802914506), ('714', 5.908440860647329), ('358', 5.613555643175261), ('175', 5.609854535894321)]",0.9999913768556372
422,0.44999999999999996,0.57,,,1.0,0.0,1,"[('751', 13.358176582985083), ('318', 12.597984061073088), ('916', 11.921120774962258), ('396', 11.144445133201042), ('697', 10.635316172689143), ('134', 10.40982503289326), ('559', 10.170254510402028), ('605', 9.998247978038057), ('177', 9.76661126877301), ('489', 9.576207565559775)]","[('751', 10.686541266388067), ('318', 10.078387248858471), ('916', 9.536896619969808), ('396', 9.015556106560833), ('697', 8.508252938151314), ('134', 8.327860026314609), ('559', 8.136203608321622), ('605', 8.098598382430445), ('177', 7.9132890150184085), ('489', 7.6609660524478205)]",1.0
423,0.46499999999999997,0.566,,,1.0,0.0,1,"[('862', 6.005939612199343), ('889', 5.756353144852852), ('335', 5.663647106037631), ('811', 5.643446693335098), ('143', 5.5858327462865045), ('676', 5.131438024229425), ('222', 5.11772911288327), ('515', 5.098318748843624), ('847', 4.385365074186257), ('912', 4.377762935640335)]","[('862', 4.804751689759475), ('889', 4.605082515882282), ('335', 4.530917684830105), ('811', 4.514757354668078), ('143', 4.468666197029203), ('676', 4.10515041938354), ('222', 4.094183290306616), ('515', 4.0786549990748995), ('847', 3.508292059349006), ('912', 3.5022103485122678)]",1.0
424,0.45999999999999996,0.568,,,1.0,0.0,1,"[('330', 14.069328719970022), ('925', 10.682321579270837), ('35', 9.314052774193579), ('288', 7.930282253724544), ('881', 7.384038217974711), ('319', 7.267347433568394), ('745', 7.145608427192426), ('117', 7.09717679671586), ('613', 6.442303909704468), ('799', 6.439031635356722)]","[('330', 11.255462975976018), ('925', 8.54585726341667), ('35', 7.451242219354864), ('288', 6.3442258029796355), ('319', 5.913877946854715), ('881', 5.907230574379769), ('745', 5.716486741753941), ('117', 5.677741437372688), ('613', 5.153843127763575), ('799', 5.151225308285378)]",0.9999789634712494
425,0.46499999999999997,0.566,,,1.0,0.0,1,"[('326', 9.899240229311708), ('414', 9.225771012932341), ('143', 9.135795597845465), ('30', 8.439999230920437), ('282', 7.898192705431487), ('769', 7.737327798267294), ('266', 7.657036963313308), ('398', 7.598320848818511), ('372', 7.443980595315211), ('213', 6.9396403916984815)]","[('326', 7.919392183449367), ('414', 7.380616810345874), ('143', 7.308636478276373), ('30', 6.75199938473635), ('282', 6.318554164345191), ('769', 6.189862238613835), ('266', 6.125629570650647), ('398', 6.078656679054809), ('372', 5.955184476252169), ('213', 5.551712313358785)]",1.0
426,0.45999999999999996,0.564,,,1.0,0.0,1,"[('232', 5.686914675716432), ('177', 5.398868684812849), ('600', 4.445212621674812), ('943', 4.4297427040430435), ('256', 4.428581827326277), ('858', 4.359163949069484), ('559', 4.269025923151043), ('930', 4.147238167782267), ('729', 4.132530169083549), ('39', 3.7822122218550653)]","[('232', 4.549531740573146), ('177', 4.4190949478502795), ('600', 3.55617009733985), ('943', 3.543794163234435), ('256', 3.542865461861022), ('858', 3.4873311592555876), ('559', 3.4152207385208344), ('930', 3.317790534225814), ('729', 3.3060241352668394), ('39', 3.0257697774840526)]",1.0
427,0.45499999999999996,0.566,,,1.0,0.0,1,"[('706', 7.51899067472494), ('438', 7.445851510291724), ('397', 7.227008915629558), ('900', 6.721796416335888), ('566', 6.44442283956422), ('327', 6.328213884374777), ('234', 6.314864873940164), ('994', 6.181744817557114), ('787', 6.1370956988144005), ('952', 6.076946672047248)]","[('706', 6.015192539779953), ('438', 5.9566812082333795), ('397', 5.781607132503646), ('900', 5.37743713306871), ('566', 5.155538271651377), ('327', 5.062571107499822), ('234', 5.051891899152132), ('787', 5.00967655905152), ('994', 4.9453958540456915), ('952', 4.861557337637798)]",0.9999431484914262
428,0.45499999999999996,0.568,,,1.0,0.0,1,"[('576', 5.0522389841032105), ('751', 4.755073507891145), ('847', 4.692264271672878), ('256', 4.629616587154559), ('380', 4.489101069582935), ('772', 4.482312430209928), ('569', 4.371324417966626), ('386', 4.339479537464709), ('183', 4.258834902677995), ('411', 4.172624440432029)]","[('576', 4.041791187282569), ('751', 3.804058806312916), ('847', 3.7538114173383024), ('256', 3.7036932697236473), ('380', 3.591280855666348), ('772', 3.585849944167943), ('569', 3.4970595343733013), ('386', 3.4715836299717675), ('183', 3.407067922142396), ('411', 3.3380995523456236)]",1.0
429,0.44999999999999996,0.574,,,1.0,0.0,1,"[('757', 6.41921451127654), ('829', 6.292289129112486), ('489', 5.963742252105212), ('488', 5.942531614923304), ('808', 5.738926186904347), ('866', 5.658782131557337), ('920', 5.634012817104444), ('343', 5.619910859460423), ('441', 5.521984422055786), ('484', 5.169523083709914)]","[('757', 5.135371609021233), ('829', 5.03383130328999), ('489', 4.7709938016841695), ('488', 4.754025291938643), ('808', 4.591140949523478), ('866', 4.52702570524587), ('920', 4.507210253683556), ('343', 4.495928687568338), ('441', 4.4175875376446285), ('484', 4.135618466967932)]",1.0
430,0.44999999999999996,0.574,,,1.0,0.0,1,"[('368', 11.92675186323848), ('254', 11.110501946763067), ('512', 10.729127098809276), ('662', 10.153404469236873), ('180', 9.661190927860412), ('691', 9.492370346734393), ('998', 8.877107987170533), ('187', 8.574868712885095), ('401', 8.46389863378607), ('934', 8.136497188111036)]","[('368', 9.641401490590784), ('254', 8.888401557410454), ('512', 8.583301679047421), ('662', 8.222723575389498), ('180', 7.72895274228833), ('691', 7.593896277387515), ('998', 7.101686389736426), ('187', 6.859894970308076), ('401', 6.771118907028856), ('934', 6.50919775048883)]",1.0
431,0.44499999999999995,0.578,,,1.0,0.0,1,"[('493', 7.71043162377546), ('720', 6.808182132735031), ('268', 6.574001580487901), ('860', 6.274927936758919), ('574', 5.926211726767953), ('258', 5.876240731763334), ('468', 5.553720883816216), ('761', 5.54255413573468), ('970', 5.460149585902222), ('175', 5.237356708116122)]","[('493', 6.168345299020369), ('720', 5.446545706188026), ('268', 5.259201264390321), ('860', 5.019942349407136), ('574', 4.740969381414362), ('258', 4.700992585410667), ('468', 4.442976707052973), ('761', 4.434043308587745), ('970', 4.368119668721778), ('175', 4.289885366492897)]",1.0
432,0.44999999999999996,0.584,,,1.0,0.0,1,"[('572', 13.555861523001543), ('797', 11.065530954631301), ('586', 9.72620850872939), ('860', 9.578321484535872), ('271', 8.445425370690195), ('286', 8.17171135358492), ('866', 6.708834003220551), ('127', 6.606368272830592), ('634', 6.222949784439379), ('304', 6.056404499361888)]","[('572', 10.844689218401236), ('797', 8.852424763705041), ('586', 7.780966806983513), ('860', 7.662657187628698), ('271', 6.756340296552157), ('286', 6.5373690828679365), ('127', 5.385094618264473), ('866', 5.367067202576441), ('634', 4.978359827551504), ('304', 4.845123599489511)]",0.9999911546605563
433,0.43999999999999995,0.586,,,1.0,0.0,1,"[('954', 5.528100023245053), ('201', 5.314821572296915), ('572', 5.242094791971554), ('563', 4.981498876166466), ('894', 4.461897290113885), ('379', 4.437428746398845), ('660', 4.420650053406339), ('695', 4.316742375093906), ('285', 4.122814994590839), ('842', 3.8478887977979883)]","[('954', 4.522480018596043), ('201', 4.251857257837532), ('572', 4.1936758335772435), ('563', 3.9851991009331726), ('894', 3.5695178320911083), ('379', 3.549942997119076), ('660', 3.5365200427250714), ('695', 3.453393900075125), ('285', 3.2982519956726715), ('842', 3.078311038238391)]",1.0
434,0.42999999999999994,0.586,,,1.0,0.0,1,"[('474', 8.048230598053589), ('245', 7.234432054122139), ('3', 6.259324620702015), ('933', 5.799899944938065), ('529', 5.776245154765061), ('192', 5.644550071702014), ('758', 5.506785488420976), ('447', 5.489664914207405), ('884', 5.461631057556504), ('332', 5.229400118874043)]","[('474', 6.438584478442872), ('245', 5.787545643297712), ('3', 5.007459696561612), ('933', 4.639919955950452), ('529', 4.6209961238120485), ('192', 4.515640057361611), ('758', 4.405428390736781), ('447', 4.391731931365924), ('884', 4.369304846045203), ('332', 4.183520095099235)]",1.0
435,0.42,0.588,,,1.0,0.0,1,"[('932', 13.637983684439057), ('525', 9.978080434850671), ('256', 9.162654288276151), ('971', 8.432183011294054), ('20', 8.279971414035439), ('244', 8.241794999667746), ('645', 7.808356923518889), ('457', 7.764570719381471), ('389', 7.687777332659779), ('637', 7.341794497909549)]","[('932', 10.910386947551245), ('525', 7.982464347880537), ('256', 7.3301234306209215), ('971', 6.7457464090352435), ('20', 6.7239771312283505), ('244', 6.593435999734197), ('645', 6.246685538815111), ('457', 6.211656575505177), ('389', 6.150221866127824), ('637', 5.87343559832764)]",1.0
436,0.425,0.59,,,1.0,0.0,1,"[('489', 11.093409948757412), ('569', 9.834167229937366), ('330', 9.76022037016114), ('148', 8.427520342711823), ('548', 7.122234451904246), ('948', 6.8563071215683395), ('62', 6.819304344373593), ('310', 6.437894811929886), ('504', 6.297474881489996), ('590', 5.607701525770021)]","[('489', 8.874727959005929), ('569', 7.867333783949893), ('330', 7.808176296128912), ('148', 6.742016274169458), ('548', 5.6977875615233975), ('948', 5.485045697254672), ('62', 5.455443475498875), ('310', 5.150315849543909), ('504', 5.037979905191997), ('590', 4.486161220616017)]",1.0
437,0.42,0.592,,,1.0,0.0,1,"[('256', 11.647546360575644), ('574', 10.397870327445837), ('754', 9.147532666460368), ('389', 8.735997612054486), ('536', 7.813753293672924), ('729', 7.810066532931794), ('681', 7.334376428261759), ('234', 6.582998678984011), ('175', 6.4569495475456895), ('803', 6.415026243604974)]","[('256', 9.318037088460516), ('574', 8.31829626195667), ('754', 7.318026133168295), ('389', 6.9887980896435895), ('536', 6.25100263493834), ('729', 6.248053226345435), ('681', 5.867501142609408), ('234', 5.266398943187209), ('175', 5.265559638036551), ('803', 5.1320209948839794)]",1.0
438,0.42,0.586,,,1.0,0.0,1,"[('277', 7.200270447214417), ('282', 6.913107397581854), ('751', 6.468973522237544), ('875', 6.162401178091819), ('881', 6.0595646169118655), ('109', 5.962924513400546), ('645', 5.947551299359997), ('446', 5.884870834912304), ('865', 5.632976681288768), ('93', 5.277379298008149)]","[('277', 5.760216357771534), ('282', 5.530485918065484), ('751', 5.1751788177900355), ('875', 4.929920942473455), ('881', 4.847651693529492), ('109', 4.770339610720437), ('645', 4.758041039487998), ('446', 4.707896667929844), ('865', 4.506381345031015), ('93', 4.221903438406519)]",1.0
439,0.40499999999999997,0.588,,,1.0,0.0,1,"[('317', 9.60827473622393), ('449', 9.516341799623783), ('867', 9.491907738759057), ('268', 8.559179552032763), ('373', 7.537190370031112), ('474', 7.4377829213012685), ('983', 7.38160838937898), ('6', 7.179572242011052), ('880', 7.102085073486546), ('130', 6.613292808482201)]","[('449', 7.713073439699026), ('317', 7.686619788979144), ('867', 7.593526191007246), ('268', 6.84734364162621), ('373', 6.02975229602489), ('474', 5.950226337041015), ('983', 5.905286711503184), ('6', 5.743657793608842), ('880', 5.681668058789238), ('130', 5.39063424678576)]",0.9913883500222161
440,0.41,0.592,,,1.0,0.0,1,"[('862', 11.231580156191242), ('525', 8.945837812652462), ('143', 8.411074710719717), ('427', 8.158550187581064), ('536', 8.154767862830873), ('198', 8.118814003211344), ('91', 8.037856756602382), ('384', 7.589610180213488), ('488', 7.310848008536828), ('14', 7.232330379831571)]","[('862', 8.985264124952995), ('525', 7.1566702501219694), ('143', 6.728859768575774), ('427', 6.526840150064851), ('536', 6.523814290264699), ('198', 6.495051202569076), ('91', 6.430285405281906), ('384', 6.1716881441707905), ('14', 5.885864303865256), ('488', 5.848678406829463)]",0.9999708598375643
441,0.42,0.596,,,1.0,0.0,1,"[('574', 7.161836710690503), ('979', 6.131681951084266), ('282', 5.871193709508594), ('578', 5.7984461909153096), ('729', 5.6665300132411), ('351', 5.549509389092474), ('181', 5.476905519772398), ('529', 5.207661193852211), ('681', 5.159636910797903), ('7', 5.104219516049594)]","[('574', 5.729469368552403), ('979', 4.9053455608674135), ('282', 4.696954967606875), ('578', 4.638756952732248), ('729', 4.53322401059288), ('351', 4.439607511273979), ('181', 4.3815244158179185), ('529', 4.166128955081769), ('681', 4.127709528638323), ('7', 4.083375612839675)]",1.0
442,0.41,0.598,,,1.0,0.0,1,"[('726', 7.778231218321904), ('20', 7.491743924935961), ('286', 7.33181833885598), ('65', 7.318041897449385), ('689', 7.196645295835331), ('300', 6.860251191992566), ('355', 6.7216045919158125), ('720', 6.572141610698998), ('58', 6.242381772700862), ('658', 6.194169038674648)]","[('726', 6.222584974657523), ('20', 6.093395139948769), ('286', 5.865454671084784), ('65', 5.854433517959508), ('689', 5.757316236668265), ('300', 5.488200953594053), ('355', 5.37728367353265), ('720', 5.257713288559199), ('58', 4.99390541816069), ('658', 4.955335230939719)]",1.0
443,0.415,0.598,,,1.0,0.0,1,"[('23', 13.342452472538463), ('295', 10.19140682266774), ('402', 9.756275525932864), ('870', 8.340572076465056), ('291', 8.141224413869187), ('149', 7.3088815197556585), ('21', 7.174203114637522), ('585', 7.0676520052285685), ('274', 7.0377838556926795), ('462', 7.006487577249547)]","[('23', 10.673961978030771), ('295', 8.153125458134193), ('402', 7.805020420746292), ('870', 6.672457661172046), ('291', 6.51297953109535), ('149', 5.847105215804527), ('21', 5.739362491710018), ('585', 5.654121604182855), ('274', 5.630227084554144), ('462', 5.605190061799638)]",1.0
444,0.415,0.604,,,1.0,0.0,1,"[('351', 10.704461797313503), ('240', 6.912096024099842), ('350', 6.836125188420333), ('254', 6.406648062164758), ('691', 6.212354287603049), ('916', 6.1577563374391815), ('871', 5.360909181207642), ('29', 5.312883837249554), ('1', 4.732559747429727), ('189', 4.657344343031489)]","[('351', 8.563569437850802), ('240', 5.529676819279874), ('350', 5.468900150736267), ('254', 5.125318449731807), ('691', 4.96988343008244), ('916', 4.9262050699513455), ('871', 4.288727344966114), ('29', 4.250307069799644), ('1', 3.786047797943782), ('189', 3.725875474425191)]",1.0
445,0.41,0.598,,,1.0,0.0,1,"[('487', 11.442474941235483), ('300', 10.31646550851341), ('372', 9.777850953079717), ('949', 8.846940396348922), ('336', 8.75254956396089), ('968', 8.510723012475136), ('306', 8.407079760891087), ('254', 8.160800217211094), ('371', 8.121155246386799), ('474', 8.009262596475068)]","[('487', 9.253979952988386), ('300', 8.253172406810728), ('372', 7.822280762463774), ('949', 7.077552317079138), ('336', 7.002039651168713), ('306', 6.82566380871287), ('968', 6.808578409980109), ('254', 6.528640173768875), ('371', 6.49692419710944), ('474', 6.407410077180055)]",0.9998814595441542
446,0.42,0.598,,,1.0,0.0,1,"[('232', 10.175450643997195), ('177', 8.02993481876397), ('136', 7.136688585717695), ('62', 6.311638322700413), ('603', 6.298127704753242), ('577', 5.940179993617014), ('504', 5.522897448077041), ('714', 5.276251574169599), ('564', 5.032174743346433), ('330', 4.867282246326965)]","[('232', 8.140360515197756), ('177', 6.523947855011175), ('136', 5.709350868574156), ('62', 5.049310658160331), ('603', 5.038502163802594), ('577', 4.752143994893611), ('504', 4.418317958461633), ('714', 4.221001259335679), ('564', 4.025739794677146), ('330', 3.8938257970615724)]",1.0
447,0.42,0.604,,,1.0,0.0,1,"[('247', 6.431619428927513), ('529', 5.942754687814673), ('628', 5.803996160592181), ('180', 5.688651020018187), ('181', 5.285440170710954), ('660', 4.991610868060625), ('305', 4.7815867239169165), ('564', 4.7347541079231945), ('512', 4.681783778466085), ('341', 4.4152324884083916)]","[('247', 5.14529554314201), ('529', 4.7542037502517385), ('628', 4.643196928473745), ('180', 4.55092081601455), ('181', 4.2283521365687635), ('660', 3.9932886944485), ('305', 3.8252693791335335), ('564', 3.787803286338556), ('512', 3.745427022772868), ('341', 3.5321859907267132)]",1.0
448,0.40499999999999997,0.606,,,1.0,0.0,1,"[('726', 9.445838153822091), ('232', 8.625885217780318), ('480', 7.384625397082088), ('557', 7.360168051708468), ('710', 7.104617422346838), ('176', 6.726600353399659), ('801', 6.600819651821887), ('291', 6.435475775383805), ('136', 5.974393021164081), ('875', 5.963798001409355)]","[('726', 7.556670523057673), ('232', 6.900708174224255), ('480', 5.907700317665671), ('557', 5.888134441366775), ('710', 5.683693937877471), ('176', 5.381280282719728), ('801', 5.28065572145751), ('291', 5.148380620307044), ('136', 4.779514416931265), ('875', 4.771038401127484)]",1.0
449,0.40499999999999997,0.61,,,1.0,0.0,1,"[('383', 9.458425983487192), ('979', 9.113198270870695), ('597', 9.031975585217829), ('464', 7.684330593583402), ('446', 7.152147583551183), ('874', 7.042946543572212), ('615', 6.710732324720293), ('336', 6.670814705527199), ('713', 6.669084894865717), ('506', 6.594746982139891)]","[('383', 7.5667407867897545), ('597', 7.325580468174263), ('979', 7.290558616696557), ('464', 6.247464474866722), ('874', 5.73435723485777), ('446', 5.721718066840946), ('615', 5.468585859776234), ('336', 5.3366517644217595), ('713', 5.335267915892574), ('506', 5.2757975857119135)]",0.9973639184218983
450,0.425,0.612,,,1.0,0.0,1,"[('949', 9.637240607505001), ('519', 8.676624388677645), ('905', 7.669611142528028), ('25', 7.144370101094417), ('399', 7.1321721486415335), ('242', 6.657822594303486), ('279', 6.393095641873873), ('777', 6.3038991879194795), ('867', 5.7648557478798175), ('68', 5.712498378981695)]","[('949', 7.709792486004002), ('519', 6.941299510942116), ('905', 6.135688914022423), ('25', 5.715496080875534), ('399', 5.705737718913227), ('242', 5.326258075442789), ('279', 5.114476513499099), ('777', 5.043119350335584), ('867', 4.611884598303854), ('68', 4.569998703185356)]",1.0
451,0.425,0.602,,,1.0,0.0,1,"[('618', 7.813081704121882), ('760', 7.624936792753189), ('452', 7.138469257279553), ('925', 6.63457031579365), ('682', 6.622612641473898), ('678', 5.754026525517528), ('833', 5.708151619390469), ('300', 5.476766028723969), ('889', 5.027680696118884), ('402', 4.845524810453044)]","[('618', 6.250465363297506), ('760', 6.099949434202552), ('452', 5.710775405823643), ('682', 5.398090113179118), ('925', 5.307656252634921), ('678', 4.603221220414023), ('833', 4.566521295512375), ('300', 4.381412822979175), ('889', 4.022144556895107), ('402', 3.8764198483624357)]",0.9999363965296505
452,0.42,0.6,,,1.0,0.0,1,"[('86', 8.620783732569986), ('862', 8.576405437141124), ('632', 8.164669422688892), ('483', 7.611835877955669), ('143', 7.295929722494818), ('491', 7.159077196516953), ('324', 6.823148731826413), ('316', 6.646618043496202), ('989', 6.606099675008402), ('440', 6.378774551246869)]","[('86', 6.896626986055989), ('862', 6.8611243497129), ('632', 6.631735538151114), ('483', 6.0894687023645355), ('143', 5.836743777995855), ('491', 5.7272617572135625), ('324', 5.45851898546113), ('316', 5.317294434796962), ('989', 5.284879740006722), ('440', 5.103019640997496)]",1.0
453,0.42,0.602,,,1.0,0.0,1,"[('358', 11.195498328380054), ('256', 10.320723520996685), ('177', 10.161745394388838), ('384', 9.77820664721169), ('948', 8.254793285148757), ('309', 7.791687445720617), ('488', 7.04670399504667), ('855', 6.9321135776519025), ('150', 6.8231983099667115), ('239', 6.6872774989182675)]","[('358', 8.956398662704045), ('256', 8.256578816797349), ('177', 8.229396315511071), ('384', 7.922565317769352), ('948', 6.603834628119007), ('309', 6.233349956576494), ('488', 5.637363196037336), ('855', 5.545690862121522), ('150', 5.458558647973369), ('239', 5.449821999134614)]",1.0
454,0.42999999999999994,0.598,,,1.0,0.0,1,"[('150', 9.532488195103193), ('481', 8.721524132930627), ('401', 7.90121636230001), ('907', 7.565469719036629), ('395', 7.502667520100366), ('472', 7.068861321994658), ('426', 6.710442757880863), ('183', 6.512608287710282), ('323', 6.211670225314276), ('564', 6.179158410650907)]","[('150', 7.625990556082555), ('481', 6.977219306344502), ('401', 6.320973089840009), ('907', 6.152375775229303), ('395', 6.002134016080293), ('472', 5.655089057595727), ('426', 5.368354206304691), ('183', 5.2100866301682265), ('323', 4.969336180251421), ('564', 4.943326728520726)]",1.0
455,0.42999999999999994,0.604,,,1.0,0.0,1,"[('697', 7.018936297377425), ('409', 6.44320814595817), ('150', 6.394221110392065), ('930', 5.85574520617762), ('618', 5.662339372273763), ('855', 5.286425269781837), ('541', 4.869804924639254), ('559', 4.678033579342996), ('138', 4.520304589606358), ('582', 4.255429632991697)]","[('697', 5.61514903790194), ('409', 5.154566516766536), ('150', 5.115376888313652), ('930', 4.6845961649420955), ('618', 4.529871497819011), ('855', 4.22914021582547), ('541', 3.8958439397114035), ('559', 3.742426863474397), ('138', 3.6162436716850865), ('582', 3.4043437063933575)]",1.0
456,0.415,0.604,,,1.0,0.0,1,"[('613', 5.844766777002271), ('234', 5.317857151210263), ('299', 5.130786166349534), ('827', 4.486101600557903), ('178', 4.1853867594588525), ('727', 4.121649544088658), ('784', 3.553213885716914), ('359', 3.1875891130301395), ('780', 3.1697837307336285), ('838', 3.1212451536191073)]","[('613', 4.675813421601817), ('234', 4.254285720968211), ('299', 4.104628933079627), ('827', 3.5888812804463224), ('727', 3.397319635270927), ('178', 3.3483094075670823), ('784', 2.8425711085735315), ('359', 2.550071290424112), ('780', 2.535826984586903), ('838', 2.496996122895286)]",0.9998153716237145
457,0.42,0.602,,,1.0,0.0,1,"[('956', 10.371155198933293), ('716', 7.79060074866038), ('488', 7.7172396627183915), ('732', 7.671870420454453), ('959', 7.545285762739445), ('353', 7.446129112918201), ('120', 7.240177058364768), ('721', 7.007222690333449), ('57', 6.617884534264235), ('330', 6.272102275285618)]","[('956', 8.296924159146634), ('716', 6.232480598928305), ('488', 6.173791730174713), ('732', 6.137496336363562), ('959', 6.036228610191556), ('353', 5.956903290334561), ('120', 5.792141646691815), ('721', 5.605778152266759), ('57', 5.2943076274113885), ('330', 5.0176818202284945)]",1.0
458,0.42,0.6,,,1.0,0.0,1,"[('384', 7.975542060541759), ('389', 6.082882469195881), ('566', 5.985203060423427), ('372', 5.974651117154549), ('729', 5.273351572062868), ('457', 5.026725063595537), ('274', 4.992959787646464), ('761', 4.699006212275439), ('341', 4.35792587191205), ('9', 4.217645437832883)]","[('384', 6.480433648433407), ('389', 4.866305975356705), ('566', 4.788162448338742), ('372', 4.779720893723639), ('729', 4.218681257650295), ('457', 4.02138005087643), ('274', 3.994367830117172), ('761', 3.759204969820351), ('341', 3.48634069752964), ('9', 3.3741163502663065)]",1.0
459,0.425,0.6,,,1.0,0.0,1,"[('887', 9.212623858000153), ('800', 8.162368927413475), ('193', 8.046819653721226), ('555', 7.730136000337876), ('307', 7.373349268101979), ('402', 7.018866042125894), ('554', 6.981476884394036), ('881', 6.914634736088087), ('426', 6.568267966046126), ('202', 6.416801697713252)]","[('887', 7.470099086400123), ('800', 6.52989514193078), ('193', 6.437455722976981), ('555', 6.184108800270302), ('307', 5.898679414481584), ('402', 5.615092833700715), ('554', 5.585181507515229), ('881', 5.53170778887047), ('426', 5.254614372836901), ('202', 5.133441358170602)]",1.0
460,0.42999999999999994,0.598,,,1.0,0.0,1,"[('574', 6.6062803023285674), ('535', 5.7370733973233214), ('265', 4.686402202504911), ('282', 4.6499607013880535), ('943', 4.3276729435925905), ('948', 4.113896734851797), ('766', 3.794434314805396), ('603', 3.7800383888145426), ('464', 3.665003555659158), ('382', 3.3754754903819983)]","[('574', 5.285024241862854), ('535', 4.589658717858657), ('265', 3.749121762003929), ('282', 3.719968561110443), ('943', 3.4621383548740727), ('948', 3.2911173878814375), ('766', 3.035547451844317), ('464', 3.0320028445273266), ('603', 3.0240307110516342), ('382', 2.7003803923055987)]",0.9999155395377144
461,0.425,0.6,,,1.0,0.0,1,"[('847', 8.962985546918231), ('948', 6.595869953183592), ('927', 5.7607260356068295), ('861', 5.047470676277832), ('151', 4.527989798714713), ('15', 4.406527886755459), ('569', 4.33053800639563), ('454', 4.15774668467346), ('367', 4.02936079663232), ('561', 3.915367884807479)]","[('847', 7.170388437534585), ('948', 5.276695962546874), ('927', 4.608580828485464), ('861', 4.037976541022266), ('15', 3.6252223094043674), ('151', 3.6223918389717706), ('569', 3.464430405116504), ('454', 3.326197347738768), ('367', 3.2234886373058558), ('561', 3.1322943078459833)]",0.9999100930311885
462,0.42999999999999994,0.604,,,1.0,0.0,1,"[('943', 9.846312552092972), ('30', 9.503466903664256), ('149', 8.384019515869552), ('384', 8.33146939069633), ('952', 7.537881326123459), ('525', 7.536924056372701), ('134', 7.478428481081971), ('809', 7.048737909320094), ('750', 6.889424592124831), ('766', 6.613194126373827)]","[('943', 7.877050041674377), ('30', 7.602773522931405), ('384', 6.7651755125570645), ('149', 6.7072156126956415), ('952', 6.030305060898768), ('525', 6.029539245098161), ('134', 5.982742784865577), ('809', 5.638990327456075), ('750', 5.511539673699865), ('766', 5.290555301099062)]",0.9995822394237167
463,0.425,0.602,,,1.0,0.0,1,"[('649', 8.604825126653845), ('312', 7.350257087449044), ('474', 7.275636523222995), ('382', 6.754160690996141), ('512', 6.558739808501433), ('778', 6.016897575969146), ('10', 5.990235292519389), ('983', 5.9640252722859435), ('942', 5.29903765615362), ('309', 5.118405895094316)]","[('649', 6.8838601013230765), ('312', 5.9802056699592345), ('474', 5.820509218578397), ('382', 5.403328552796913), ('512', 5.246991846801147), ('778', 4.813518060775317), ('10', 4.792188234015511), ('983', 4.771220217828755), ('942', 4.239230124922896), ('309', 4.094724716075453)]",1.0
464,0.425,0.598,,,1.0,0.0,1,"[('448', 7.346651653048035), ('260', 7.091524312658132), ('758', 6.632451020928333), ('820', 5.841338811940453), ('496', 5.839223007411682), ('539', 5.766723617606333), ('242', 5.749669017113258), ('979', 5.602138841094337), ('183', 5.169184359530522), ('544', 4.987940015855974)]","[('448', 5.977321322438428), ('260', 5.673219450126506), ('758', 5.305960816742667), ('539', 4.713378894085066), ('820', 4.673071049552362), ('496', 4.671378405929346), ('242', 4.5997352136906065), ('979', 4.48171107287547), ('183', 4.135347487624418), ('544', 3.9903520126847796)]",0.9994856062385049
465,0.42999999999999994,0.594,,,1.0,0.0,1,"[('827', 9.489572509681267), ('481', 8.49837203706973), ('964', 7.931023530004098), ('968', 7.817353650613682), ('713', 7.721566120815726), ('483', 7.058805371389519), ('336', 6.843229768596171), ('62', 6.249106620983006), ('474', 5.885718707626897), ('887', 5.776268562890911)]","[('827', 7.591658007745014), ('481', 6.798697629655784), ('964', 6.344818824003279), ('968', 6.253882920490946), ('713', 6.177252896652581), ('483', 5.6470442971116155), ('336', 5.474583814876937), ('62', 4.999285296786405), ('887', 4.721014850312728), ('474', 4.708574966101518)]",0.9999627277595773
